source_file,canonical_url,title,primary_content_mode,intended_audience,intended_user_outcome,primary_topic,secondary_topic,business_relevance_0_5,search_relevance_0_5,originality_or_first_hand_value_0_5,evidence_requirement_0_5,existing_evidence_quality_0_5,present_internal_link_support,present_external_link_support,impressions,clicks,average_position,click_through_rate,indexed_status,recommended_treatment,classification_confidence,mode_signals,field_provenance,search_metrics_status,query_language,query_language_status,seo_title,markdown_h1,rendered_h1_status,opening_paragraph,headings,internal_anchor_text,search_snippet,search_snippet_status,title_body_token_overlap_0_1,title_delivery_correspondence_status
src/lib/posts/barebones-lifeboat-calcutta.md,https://www.suvroghosh.in/blog/personal/barebones-lifeboat-calcutta,"The Barebones Lifeboat: America, Calcutta, and the Price of Staying Afloat",personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Consulting Income,1,1,5,1,0,YES — 4 link(s),NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms expanded in this post: IT: Information Technology. the practice of building, operating, and supporting computing systems. NRI: Non-Resident Indian. an Indian citizen or person of Indian origin living outside India. US: United States. the United States of America.",Related Posts,Political Promises and the Hard Floor of Reality | Failing Well Without Looking Successful | When the Office Learns to Beg | The Educated Horror of Having Nowhere to Go,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.571,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/barnum-statements-and-the-horoscope-that-fits-everybody.md,https://www.suvroghosh.in/blog/society/barnum-statements-and-the-horoscope-that-fits-everybody,The Horoscope That Fits Everybody,evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Society,Barnum Statement,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",MEDIUM,"essay, ideas, society, culture, or commentary category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms and shorthand: P. T. Barnum means Phineas Taylor Barnum, the nineteenth-century American showman whose name became attached to crowd-pleasing spectacle and mass gullibility. EMI means equated monthly installment, the fixed monthly loan payment that keeps many Indian households spiritually alert. TED means Technology, Entertainment, Design, the conf…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/basel-problem-what-diffusion-model-means.md,https://www.suvroghosh.in/blog/science/basel-problem-what-diffusion-model-means,"What a Diffusion Model Is, and Why Pi Sneaks Into the Hospital",search-oriented scientific explainer,science or mathematics learners and technically curious readers,build an accurate conceptual understanding of a scientific topic,Science,Diffusion Model,2,5,3,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,scientific or mathematical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"MRI — Magnetic Resonance Imaging, a hospital imaging method that uses magnets and radio waves to look inside the body.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.750,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bassline-backhoe-breath.md,https://www.suvroghosh.in/blog/personal/bassline-backhoe-breath,"Bassline, Backhoe, Breath",personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Bass,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"RO: Reverse Osmosis, a water purification method that pushes water through a fine membrane to remove many dissolved impurities.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/benfords-law-and-the-ledger-that-sweats.md,https://www.suvroghosh.in/blog/mathematics/benfords-law-and-the-ledger-that-sweats,Benford’s Law and the Ledger That Sweats,search-oriented scientific explainer,science or mathematics learners and technically curious readers,build an accurate conceptual understanding of a scientific topic,Mathematics,Benford Law,2,5,3,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,scientific or mathematical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"GST: Goods and Services Tax, India’s indirect tax system used for goods and services.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.750,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bengal-changed-color-not-character.md,https://www.suvroghosh.in/blog/politics-and-society/bengal-changed-color-not-character,"Bengal Changed Color, Not Yet Character",current-affairs analysis,readers seeking contextual analysis of public events,"understand an event, policy, or geopolitical development in context",Politics and Society,Chief Minister,1,3,4,5,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,"political, economic, geopolitical, or current-event metadata",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms and names used in this post: SIR means Special Intensive Revision, a large-scale electoral roll cleanup process conducted by the Election Commission before the election. ECI means Election Commission of India, the constitutional body that conducts elections and manages electoral rolls. BJP means Bharatiya Janata Party, India’s ruling national party…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.600,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bengali-hikikomori-shadow.md,https://www.suvroghosh.in/blog/personal/bengali-hikikomori-shadow,The Bengali Hikikomori and the Shrinking Map of His Life,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Japanese,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Healthcare IT = Healthcare Information Technology, the giant invisible plumbing system of hospitals, insurance, labs, billing, patient records, and regulatory machinery.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.600,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bengali-normalcy-and-the-borrowed-warmth-of-nests.md,https://www.suvroghosh.in/blog/personal-essay/bengali-normalcy-and-the-borrowed-warmth-of-nests,Bengali Normalcy and the Borrowed Warmth of Nests,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Nest,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms and notes: None used. A few Bengali words appear naturally: luchi is a fried flatbread, para is the neighborhood, and adda is that magnificent Bengali technology by which five people can waste three hours and call it civilization.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bengali-tintin-in-kolkata.md,https://www.suvroghosh.in/blog/satire/bengali-tintin-in-kolkata,Bengali Tintin In The Republic Of Garbage,satire,"direct, subscriber, social, and recommendation-driven readers",experience social or cultural critique through satire,Satire,Tintin,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS SATIRE; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit satire category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"I have long suffered from a strange artistic itch: to take Tintin, that tidy Belgian boy-reporter with the moral posture of a church candle, and drop him into Calcutta until the starch leaves his shorts.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.750,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bengali-who-knows-too-much-to-move.md,https://www.suvroghosh.in/blog/personal-essay/bengali-who-knows-too-much-to-move,The Bengali Who Knows Too Much to Move,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Phone Calls,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,The danger begins when a Bengali man discovers he can explain his failure elegantly.,,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bessel-correction-for-variance.md,https://www.suvroghosh.in/blog/statistics/bessel-correction-for-variance,Bessel Correction Without the Mathematical Chilli Powder,search-oriented scientific explainer,science or mathematics learners and technically curious readers,build an accurate conceptual understanding of a scientific topic,Statistics,Sample Mean,2,5,4,4,0,YES — 4 link(s),NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,scientific or mathematical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"3D: three-dimensional, the kind of space we can roughly imagine without our brain threatening resignation.",Related Posts,Failing Well Without Looking Successful | Political Promises and the Hard Floor of Reality | Pests we love | A Calcutta Bengali’s Guide to the Various Schools of AI,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,0.500,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bipolar-depression-friendless-blister.md,https://www.suvroghosh.in/blog/mental-health/bipolar-depression-friendless-blister,The Friendless Blister,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Mental Health,Feel Guilty,2,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",MEDIUM,personal metadata plus strong first-person healthcare context,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"BD — Bipolar disorder, a mood disorder where depression may coexist with periods of mania or hypomania, though the depressive side often does the longer, dirtier, less cinematic work.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bipolar-diet-is-not-lithium.md,https://www.suvroghosh.in/blog/mental-health/bipolar-diet-is-not-lithium,The Bipolar Diet Is Not Lithium,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Mental Health,Oxidative Stress,2,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",MEDIUM,personal metadata plus strong first-person healthcare context,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"BD — Bipolar disorder, a recurrent mood illness in which a person may have depression, mania, hypomania, or mixed states.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bipolar-mood-and-calcutta-calculus.md,https://www.suvroghosh.in/blog/personal-essay/bipolar-mood-and-calcutta-calculus,Bipolar Mood and Calcutta Calculus,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Calculus,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Some moods do not knock on the door. They come in through the cracks, sit inside the ribs, and start chewing the furniture.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/black-reservoir.md,https://www.suvroghosh.in/blog/short-fiction/black-reservoir,The Black Reservoir,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Toy Bus,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,At dawn the reservoir behind the tram depot looked less like water than a hole somebody had forgotten to finish.,THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/blind-angry-unhappiness.md,https://www.suvroghosh.in/blog/personal-essay/blind-angry-unhappiness,Blind Angry Unhappiness,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Unhappiness,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"The sweat first gathers in the most undignified places, because the body, after fifty, becomes a landlord with opinions. It leaks. It complains. It sends damp notices from under the chest, behind the neck, inside the waistband, and other regions where no self-respecting philosopher should be receiving correspondence.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/blood-sugar.md,https://www.suvroghosh.in/blog/short-fiction/blood-sugar,Blood Sugar,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Mrs Banerjee,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Rini's tiffin carrier came back smelling of fish, but she had packed luchi and alur dom.",THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/body-going-to-plan.md,https://www.suvroghosh.in/blog/calcutta/body-going-to-plan,Maybe the Body Is Not Broken,evergreen essay,"general readers interested in ideas, society, culture, or reflection",consider an enduring argument or perspective,Calcutta,Bipolar Depression,1,2,5,2,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE; no automatic merge, deletion, noindex, or rewrite is justified by repository-only evidence",LOW,fallback classification; no stronger explicit mode signal,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"DNA — Deoxyribonucleic Acid, the inherited biological instruction system inside living organisms.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/body-rent.md,https://www.suvroghosh.in/blog/short-fiction/body-rent,Body Rent,fiction,"fiction readers reached through direct, subscriber, social, and recommendation channels",experience an original story,Short Fiction,Chair Leg,0,0,5,0,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS FICTION; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,explicit fiction category or tag,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,THIS IS A WORK OF FICTION,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,The first thing Arindam noticed that morning was that the tram wire above Gariahat looked like a torn vein.,THIS IS A WORK OF FICTION,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/bogosity-enshittification-and-the-glittering-drain.md,https://www.suvroghosh.in/blog/technology-and-society/bogosity-enshittification-and-the-glittering-drain,"Bogosity, Enshittification, and the Glittering Drain",search-oriented technical explainer,"technical practitioners, students, and technically curious readers",understand or apply a technical concept,Technology and Society,Internet,3,5,4,4,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,MEDIUM,technical category and vocabulary,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"AI: Artificial Intelligence, software that can generate or analyze text, images, audio, code, and decisions by learning patterns from data.",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/boyhood-magnets-bulbs-batteries-calcutta.md,https://www.suvroghosh.in/blog/personal/boyhood-magnets-bulbs-batteries-calcutta,"The Magnet, the Bulb, and the Battery",personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal,Bulb,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"Acronyms and terms: LED [Light Emitting Diode, a small semiconductor device that makes light efficiently without heating a filament like the old bulb]. AI [Artificial Intelligence, software that can imitate parts of human reasoning, language, pattern recognition, and decision-making, though not always with human judgment]. AC [Alternating Current, electrici…",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
src/lib/posts/brain-scrap-yard.md,https://www.suvroghosh.in/blog/personal-essay/brain-scrap-yard,The Brain Scrap Yard,personal essay,"direct, subscriber, social, and recommendation-driven readers",share in a first-person experience or reflection,Personal Essay,Steals Current,1,1,5,1,0,NO LINKS DETECTED,NO LINKS DETECTED,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,"PRESERVE AS PERSONAL ESSAY; no search-demand defect inferred; assess through direct, subscriber, recommendation, and social readership",HIGH,"explicit personal-essay, personal, memoir, or life category",HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; mode/audience/outcome/topics/scores/treatment inferred from frontmatter and local body text,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,,,UNVERIFIED — NO RENDER PERFORMED; blank markdown_h1 does not imply a missing rendered H1,"AC — Air Conditioner, the household cooling machine that becomes a minor god during a Calcutta summer and a minor demon when it leaks, groans, or needs gas. ---",,,,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,1.000,UNVERIFIED — REQUIRES HUMAN EDITORIAL READING
