source_file,canonical_url,title,primary_content_mode,audit_scope,evidence_requirement_0_5,existing_evidence_quality_0_5,factual_risk_cues,claim_candidate_count_heuristic,claim_candidate_samples_heuristic,external_link_count,source_or_reference_link_count,primary_or_institutional_source_count_heuristic,source_domains,external_source_urls_sanitized,reference_section_urls_sanitized,source_dates_detected_in_reference_section,local_citation_syntax_issue_count,broken_citation_status,source_to_claim_correspondence_status,author_experience_signal,first_hand_example_signal,methodology_signal,reproducible_calculation_signal,code_signal,data_signal,review_date,review_date_status,substantive_modification_date,fact_inference_opinion_distinction_signal,evidence_gap_0_5_heuristic,recommended_editorial_review,assessment_status
src/lib/posts/cholai-bengali-moonshine-chemistry-of-forgetting.md,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,Cholai and the Chemistry of Forgetting,evergreen essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,2,0,medical_or_healthcare | scientific_or_mathematical | political_financial_or_current_affairs | attributed_or_research_claims,6,It shows what people will risk for five minutes of distance from themselves. | It shows how relief becomes dangerous when priced by desperation. | It shows how the state can moralize thirst while profiting from thirst.,0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 25 first-person token(s),NOT DETECTED,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,2,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/chronic-traumatic-nihilism-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/chronic-traumatic-nihilism-calcutta,Chronic Traumatic Nihilism From Calcutta,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs,5,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | Cause and effect become suspicious characters. | Then comes the modern insult: artificial intelligence [AI, software systems that can generate, classify, summarize, predict, and act on patterns in data] arriving not as a clean t…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 8 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/chyavana-and-the-refusal-to-rot-quietly.md,https://www.suvroghosh.in/blog/personal-essay/chyavana-and-the-refusal-to-rot-quietly,Chyavana and the Refusal to Rot Quietly,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | attributed_or_research_claims,1,I remember SQL queries crawling through clinical data like ants through sugar.,0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 42 first-person token(s),NOT DETECTED,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/cicada-ba32-covid-variant.md,https://www.suvroghosh.in/blog/public-health/cicada-ba32-covid-variant,"Cicada, BA.3.2",evidence-sensitive medical or healthcare information,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,5,0,medical_or_healthcare | scientific_or_mathematical | technical | dated_claims,9,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | The lineage was first documented from a sample collected in South Africa on 22 November 2024. | Phylogenetically, it descends from BA.3, an Omicron branch that circulated at low levels and then largely disappeared in early 2022.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,5,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/circle-of-death.md,https://www.suvroghosh.in/blog/short-fiction/circle-of-death,Circle of Death,fiction,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,0,0,medical_or_healthcare | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,3,"His mother lived in a third-floor flat in a lane off Hindustan Park, where the stairs were steep, the lift had been “coming soon” since 1998, and every neighbor knew more about hi… | One blamed “internal anti-national data elements,” a phrase so empty it could have been rented as a wedding hall. | Engineers admire clever knives until someone cuts vegetables with a finger attached.” She called a journalist, then a retired auditor, then someone in a state data center who owed…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 37 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,0,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/classification-and-variety-of-rotting-people-in-calcutta.md,https://www.suvroghosh.in/blog/calcutta/classification-and-variety-of-rotting-people-in-calcutta,The Classification and Variety of Rotting People in Calcutta,evergreen essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,2,0,medical_or_healthcare | technical | political_financial_or_current_affairs | dated_claims,1,"The scandal is the respectable person who looks at him and thinks poverty has a smell, while his own conscience has been dead in the almirah since 1998.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 26 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,2,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/claude-fable-5-warning-label.md,https://www.suvroghosh.in/blog/ai/claude-fable-5-warning-label,"Claude Fable 5, Mythos in a Muzzle, and the Poor Man’s Future",search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,5,"Acronyms used in this post: AI: Artificial Intelligence, software that can generate language, code, analysis, plans, and decisions from learned patterns in data. | Anthropic did announce Claude Fable 5 on June 9, 2026, as a Mythos-class model made safe for general use. | Anthropic’s story is that Fable 5 is the most capable Claude model it has widely released, especially for long, complicated work: coding, research, analysis, documents, vision, an…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/claude-mythos-hype-and-security-hygiene.md,https://www.suvroghosh.in/blog/ai-security/claude-mythos-hype-and-security-hygiene,"Is Claude Mythos, a Myth?",search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | technical,7,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | The Claude Code source-code exposure appears to belong to another category: an accidental release-packaging failure involving internal source code, with Anthropic reportedly sayin… | A model that can explain a privilege-escalation path is not the same as a system that prevents privilege escalation.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/clay-stove-calcutta-lpg-smoke-and-breath.md,https://www.suvroghosh.in/blog/calcutta-life/clay-stove-calcutta-lpg-smoke-and-breath,"Clay Stoves, Hormuz, and the Price of Breath in Calcutta",personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,medical_or_healthcare | technical | political_financial_or_current_affairs | attributed_or_research_claims,3,"Not like those television travel shows where some cheerful person in linen discovers “authentic rural cooking” and says the smoke gives the food character. | In another life I worked around American healthcare systems, databases, hospitals, research data, the great humming machinery of organized complexity. | Data centers rise, rockets launch, billionaires speak of the future, and someone nearby is tearing cardboard into strips for dinner.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,HEURISTIC YES — 1 phrase match(es),HEURISTIC YES — 14 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/cockroach-janta-party-and-the-politics-of-being-insulted.md,https://www.suvroghosh.in/blog/politics/cockroach-janta-party-and-the-politics-of-being-insulted,The Cockroach Party and the Politics of Being Insulted,satire,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,0,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,2,"It shows that democratic feeling can survive outside formal democratic channels. | Fifteen million followers do not automatically become fifteen million voters, volunteers, legal petitioners, polling agents, data auditors, student organizers, or people willing t…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,0,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/cockroach-season.md,https://www.suvroghosh.in/blog/short-fiction/cockroach-season,Cockroach Season,fiction,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,0,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | attributed_or_research_claims,5,"We are trying to reduce mutant huntingtin expression. | “Show me.” “No.” “Show me, Nil.” Because he still loved her, and because shame eventually becomes boring even to the ashamed, he opened his mouth. | “A mislabeled research sample.” “What research?” “Not clinical.” “What research?” Raka’s face tightened.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 21 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,0,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/coding-agents-after-the-keyboard.md,https://www.suvroghosh.in/blog/artificial-intelligence/coding-agents-after-the-keyboard,Coding After the Keyboard,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,3,"Programming is becoming less like writing every sentence yourself and more like supervising a very fast, very literate, occasionally overconfident assistant who has read the whole… | She knows that the first error is not always the root cause. | Learn data structures not because interviewers are cruel, though they often are, but because structure is how thought becomes software.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,2026-07-24,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/commercial-hifi-sounds-for-ordinary-ears.md,https://www.suvroghosh.in/blog/audio-technology/commercial-hifi-sounds-for-ordinary-ears,Hi-Fi Sound Without the Perfume,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims,3,"FLAC: Free Lossless Audio Codec, a common format for compressing audio without throwing away musical data. | In 1931, he filed a famous patent after noticing a very practical problem in cinema: the actor might be on one side of the screen while the sound came from somewhere else. | Lossless merely means the compression stage did not throw away musical data.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,2026-07-24,NOT DETECTED; absence is not proof of ambiguity,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/complexity-in-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/complexity-in-calcutta,Complexity in Calcutta,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,scientific_or_mathematical | technical | political_financial_or_current_affairs | attributed_or_research_claims,0,,0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,HEURISTIC YES — 2 phrase match(es),HEURISTIC YES — 103 first-person token(s),HEURISTIC YES,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/concentric-incurable-angsts-of-a-bengali-man.md,https://www.suvroghosh.in/blog/personal-essay/concentric-incurable-angsts-of-a-bengali-man,The Concentric Angsts of a Bankrupt Bengali Man,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,medical_or_healthcare | scientific_or_mathematical | political_financial_or_current_affairs | dated_claims,4,"You put one thin Bengali boy into it in 1998, wearing nervous ambition and cheap shoes, and twenty years later a polished uncle should come out, carrying dollars, cholesterol, and… | It does not say, “Good morning.” It says, “Let us review every failure since 1987.” And it has files. | It cannot remember why you entered the kitchen, but it can produce, in perfect color, the face of someone who insulted you in 2004.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 22 first-person token(s),NOT DETECTED,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/confounding-factors-healthcare-it-analytics.md,https://www.suvroghosh.in/blog/healthcare-it/confounding-factors-healthcare-it-analytics,Confounding Factors,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,3,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | percentage_claims | dated_claims | attributed_or_research_claims,33,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | a data pipeline pattern where raw data is loaded before transformation. | a data pipeline pattern for pulling, reshaping, and loading data.",12,0,8,content.sph.harvard.edu | journals.plos.org | pmc.ncbi.nlm.nih.gov,https://journals.plos.org/plosmedicine/article | https://pmc.ncbi.nlm.nih.gov/articles/PMC5925441/ | https://pmc.ncbi.nlm.nih.gov/articles/PMC2601045/ | https://content.sph.harvard.edu/wwwhsph/sites/1268/2024/04/hernanrobins_WhatIf_26apr24.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC4832051/,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,2026-07-23,EXPLICIT DISTINCTION LANGUAGE DETECTED,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/constipated-americans-diarrhoea.md,https://www.suvroghosh.in/blog/personal-essay/constipated-americans-diarrhoea,Constipated in Calcutta While America Shits Cyclospora,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims,0,,0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 94 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/containment-breach-protocol.md,https://www.suvroghosh.in/blog/personal/containment-breach-protocol,Containment Breach: A Protocol for Intermittent Filial Contact and the Architecture of Refusal,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,technical | political_financial_or_current_affairs,0,,0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 65 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,2026-08-03,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/courage-to-be-disliked-in-calcutta.md,https://www.suvroghosh.in/blog/psychology/courage-to-be-disliked-in-calcutta,The Courage to Be Disliked in a Sweating Calcutta Room,evergreen essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,2,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,2,"So now, in 2026, in a room where the rice cooker is sulking on a plastic stool and the news on the phone is offering its daily buffet of fraud, heat, outrage, celebrity divorce, a… | A bridge serves the city by standing firm, not by melting into the river to prove humility.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 70 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,2026-07-24,EXPLICIT DISTINCTION LANGUAGE DETECTED,2,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/crab-diaries-of-a-bengali-kakistocrat.md,https://www.suvroghosh.in/blog/personal-essay/crab-diaries-of-a-bengali-kakistocrat,Crab Diaries of a Bengali Kakistocrat,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,0,,0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 137 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/create-art-living-pigment-studio.md,https://www.suvroghosh.in/blog/visualizations/create-art-living-pigment-studio,Create Art: A Living Pigment Studio,interactive visualization,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,scientific_or_mathematical | technical | dated_claims | attributed_or_research_claims,8,"It detects moisture gradients and partially drying boundaries, nudges some mobile pigment toward them, and increases deposition there. | In a saturated region, water carries pigment broadly, nearby colors meet, and blooms become more likely. | Grain perturbs local deposition and flow just enough to prevent every edge from looking mathematically perfect.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/crispr_for_the_man_waiting_for_the_205_bus.md,https://www.suvroghosh.in/blog/science/crispr_for_the_man_waiting_for_the_205_bus,CRISPR: The Tiny Bacterial Trick That May Change Human Destiny,search-oriented scientific explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims,3,"One man arguing about cricket statistics from 1998 as if national survival depends on it. | Or those old Bengali mothers who remember every insult from 1994 with forensic precision. | But around 2012, researchers figured out how to turn this bacterial defense trick into a programmable editing tool.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 8 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/dangers-of-asking-ai-instead-of-hiring-experts.md,https://www.suvroghosh.in/blog/technology/dangers-of-asking-ai-instead-of-hiring-experts,The Hidden Bill for Asking AI Instead of Hiring an Expert,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,10,"HL7: Health Level Seven, a family of healthcare data exchange standards used to move clinical and administrative information between systems. | FHIR: Fast Healthcare Interoperability Resources, a modern healthcare data exchange standard that represents data as modular resources. | Then the expert says, “Show me the real messages from a bad week.” There goes the party.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 19 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/darjeeling-will-it-stay-alive-like-this.md,https://www.suvroghosh.in/blog/personal-essay/darjeeling-will-it-stay-alive-like-this,Will Darjeeling Stay Alive Like This?,personal essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,1,0,scientific_or_mathematical | political_financial_or_current_affairs,1,"It has a mountain on one side, a drop on the other, and between them a queue of cars trying to prove that human civilization was perhaps a clerical error.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 36 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,1,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
