citation_id,page_url,page_title,source_file,section_heading,anchor_text,source_url_sanitized,source_domain,occurrences_on_page,http_method,http_status,redirect_hops,final_url_sanitized,liveness_status,checked_at,error_category,source_to_claim_correspondence_status
CITE-0053,https://www.suvroghosh.in/blog/visualizations/gradient-descent-landscapes,The Landscape of Error: An Interactive Atlas of Gradient Descent,src/lib/posts/gradient-descent-landscapes.md,3. The learning rate is a wager,Convex Optimization freely available through Stanford,https://web.stanford.edu/~boyd/cvxbook/,web.stanford.edu,2,HEAD,200,0,https://web.stanford.edu/~boyd/cvxbook/,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0054,https://www.suvroghosh.in/blog/visualizations/gradient-descent-landscapes,The Landscape of Error: An Interactive Atlas of Gradient Descent,src/lib/posts/gradient-descent-landscapes.md,"5. Four optimisers, one budget",lecture notes describing the moving average of squared gradients,https://www.cs.toronto.edu/~tijmen/csc321/slides/lecture_slides_lec6.pdf,cs.toronto.edu,2,HEAD,,0,https://www.cs.toronto.edu/~tijmen/csc321/slides/lecture_slides_lec6.pdf,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0055,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,A leader is a search with memory,channel morphology can reflect charge structure and storm dynamics,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2023GL106024,agupubs.onlinelibrary.wiley.com,1,GET,403,0,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2023GL106024,UNVERIFIED — ACCESS OR BOT RESTRICTION HTTP 403,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0056,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,A Bengal storm as the featured scale reference,severe-event study from the same IMD journal,https://mausamjournal.imd.gov.in/index.php/MAUSAM/article/download/1427/1254/5320,mausamjournal.imd.gov.in,1,HEAD,200,0,https://mausamjournal.imd.gov.in/index.php/MAUSAM/article/download/1427/1254/5320,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0057,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,A Bengal storm as the featured scale reference,MAUSAM study of Kaalbaisakhi conditions over Gangetic West Bengal,https://mausamjournal.imd.gov.in/index.php/MAUSAM/article/view/1202,mausamjournal.imd.gov.in,1,HEAD,200,0,https://mausamjournal.imd.gov.in/index.php/MAUSAM/article/view/1202,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0058,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,"Nine storm terrains, nine model questions",charge generation and discharge in different regions of explosive ash plumes,https://volcanoes.usgs.gov/volcanic_ash/lightning.html,volcanoes.usgs.gov,1,HEAD,,0,https://volcanoes.usgs.gov/volcanic_ash/lightning.html,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0059,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,"First, make a storm capable of disagreeing with itself",plain-language account of thunderstorm electrification,https://www.nesdis.noaa.gov/about/k-12-education/severe-weather/what-causes-lightning-and-thunder,nesdis.noaa.gov,1,HEAD,200,0,https://www.nesdis.noaa.gov/about/k-12-education/severe-weather/what-causes-lightning-and-thunder,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0060,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,"First, make a storm capable of disagreeing with itself",lightning detection overview,https://www.nssl.noaa.gov/education/svrwx101/lightning/detection/,nssl.noaa.gov,1,HEAD,,0,https://www.nssl.noaa.gov/education/svrwx101/lightning/detection/,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0061,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,The ground does not simply nominate its tallest citizen,NSSL lightning FAQ,https://www.nssl.noaa.gov/education/svrwx101/lightning/faq/,nssl.noaa.gov,1,HEAD,,0,https://www.nssl.noaa.gov/education/svrwx101/lightning/faq/,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0062,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,A leader is a search with memory,NSSL description of lightning types,https://www.nssl.noaa.gov/education/svrwx101/lightning/types/,nssl.noaa.gov,2,HEAD,,0,https://www.nssl.noaa.gov/education/svrwx101/lightning/types/,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0063,https://www.suvroghosh.in/blog/visualizations/lightning-atlas,Lightning Atlas: How the Sky Finds the Ground,src/lib/posts/lightning-atlas.md,Thunder is a path-length instrument,different parts of an extended channel produce a crack followed by a longer rumble,https://www.weather.gov/safety/lightning-science-thunder,weather.gov,1,HEAD,200,0,https://www.weather.gov/safety/lightning-science-thunder,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0064,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,Sources and further reading,“Cognitive bias cheat sheet”,https://buster.medium.com/cognitive-bias-cheat-sheet-55a472476b18,buster.medium.com,1,GET,403,0,https://buster.medium.com/cognitive-bias-cheat-sheet-55a472476b18,UNVERIFIED — ACCESS OR BOT RESTRICTION HTTP 403,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0065,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,Sources and further reading,“The Case for Motivated Reasoning”,https://doi.org/10.1037/0033-2909.108.3.480,doi.org,1,HEAD,200,3,https://psycnet.apa.org/doiLanding,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0066,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,There are several ways to organize human foolishness,Dimara and colleagues describe both its scope and purpose,https://doi.org/10.1109/TVCG.2018.2872577,doi.org,2,HEAD,202,1,https://ieeexplore.ieee.org/document/8476234/,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0067,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,The pattern in six coin tosses,Their paper remains a canonical starting point,https://doi.org/10.1126/science.185.4157.1124,doi.org,2,GET,403,1,https://www.science.org/doi/10.1126/science.185.4157.1124,UNVERIFIED — ACCESS OR BOT RESTRICTION HTTP 403,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0068,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,Lower the tide all the way,Gigerenzer and Gaissmaier review that ecological question,https://doi.org/10.1146/annurev-psych-120709-145346,doi.org,2,GET,403,1,https://www.annualreviews.org/doi/10.1146/annurev-psych-120709-145346,UNVERIFIED — ACCESS OR BOT RESTRICTION HTTP 403,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0069,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,The objective observer,"Pronin, Lin, and Ross reported that pattern across several studies",https://doi.org/10.1177/0146167202286008,doi.org,2,HEAD,,1,https://journals.sagepub.com/doi/10.1177/0146167202286008,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0070,https://www.suvroghosh.in/blog/visualizations/the-bias-archipelago,The Bias Archipelago: Why the Mind’s Errors Are Not Islands,src/lib/posts/the-bias-archipelago.md,Shared bedrock is not a synonym machine,Ziva Kunda’s account,https://pubmed.ncbi.nlm.nih.gov/2270237/,pubmed.ncbi.nlm.nih.gov,1,HEAD,200,0,https://pubmed.ncbi.nlm.nih.gov/2270237/,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0071,https://www.suvroghosh.in/blog/visualizations/the-city-that-refuses-a-master-plan,The City That Refuses a Master Plan,src/lib/posts/the-city-that-refuses-a-master-plan.md,References,“WaveFunctionCollapse is Constraint Solving in the Wild”,https://escholarship.org/uc/item/1f29235t,escholarship.org,1,GET,403,0,https://escholarship.org/uc/item/1f29235t,UNVERIFIED — ACCESS OR BOT RESTRICTION HTTP 403,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0072,https://www.suvroghosh.in/blog/visualizations/the-city-that-refuses-a-master-plan,The City That Refuses a Master Plan,src/lib/posts/the-city-that-refuses-a-master-plan.md,References,WaveFunctionCollapse reference implementation and simple tiled model,https://github.com/mxgmn/WaveFunctionCollapse,github.com,1,HEAD,200,0,https://github.com/mxgmn/WaveFunctionCollapse,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0073,https://www.suvroghosh.in/blog/visualizations/the-city-that-refuses-a-master-plan,The City That Refuses a Master Plan,src/lib/posts/the-city-that-refuses-a-master-plan.md,References,Model Synthesis,https://graphics.stanford.edu/~pmerrell/thesis.pdf,graphics.stanford.edu,1,HEAD,,1,https://paulmerrell.org//thesis.pdf,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0074,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,The Fractal Atlas: A Field Guide to Infinity,src/lib/posts/the-fractal-atlas.md,Where the computer begins to lie,OffscreenCanvas,https://developer.mozilla.org/en-US/docs/Web/API/OffscreenCanvas,developer.mozilla.org,1,HEAD,200,0,https://developer.mozilla.org/en-US/docs/Web/API/OffscreenCanvas,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0075,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,The Fractal Atlas: A Field Guide to Infinity,src/lib/posts/the-fractal-atlas.md,Where the computer begins to lie,WebGL2,https://developer.mozilla.org/en-US/docs/Web/API/WebGL2RenderingContext,developer.mozilla.org,1,HEAD,200,0,https://developer.mozilla.org/en-US/docs/Web/API/WebGL2RenderingContext,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0076,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,The Fractal Atlas: A Field Guide to Infinity,src/lib/posts/the-fractal-atlas.md,The humans before the pixels,2013 technical note on Mandelbrot perturbation,https://mathr.co.uk/mandelbrot/perturbation.pdf,mathr.co.uk,1,HEAD,200,0,https://mathr.co.uk/mandelbrot/perturbation.pdf,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0077,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,The Fractal Atlas: A Field Guide to Infinity,src/lib/posts/the-fractal-atlas.md,The humans before the pixels,Orsay notes in English,https://pi.math.cornell.edu/~hubbard/OrsayEnglish.pdf,pi.math.cornell.edu,1,HEAD,200,0,https://pi.math.cornell.edu/~hubbard/OrsayEnglish.pdf,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0078,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,The Fractal Atlas: A Field Guide to Infinity,src/lib/posts/the-fractal-atlas.md,The humans before the pixels,IBM's account of that setting,https://www.ibm.com/history/fractal-geometry,ibm.com,1,HEAD,200,0,https://www.ibm.com/history/fractal-geometry,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0079,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,The Fractal Atlas: A Field Guide to Infinity,src/lib/posts/the-fractal-atlas.md,The humans before the pixels,The original journal record,https://www.numdam.org/item/JMPA_1918_8_1__47_0/,numdam.org,1,HEAD,,0,https://www.numdam.org/item/JMPA_1918_8_1__47_0/,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0080,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“A Logical Calculus of the Ideas Immanent in Nervous Activity”,https://doi.org/10.1007/BF02478259,doi.org,1,HEAD,,3,https://idp.springer.com/authorize,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0081,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“Quantitative Investigations of Electrical Nerve Excitation Treated as Polarization”,https://doi.org/10.1007/s00422-007-0189-6,doi.org,1,HEAD,,4,https://idp.springer.com/transit,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0082,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“Lapicque’s 1907 Paper: From Frogs to Integrate-and-Fire”,https://doi.org/10.1007/s00422-007-0190-0,doi.org,1,HEAD,,3,https://idp.springer.com/authorize,UNVERIFIED — NETWORK OR REDIRECT ERROR,2026-08-06T12:22:54.710Z,network_error,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0083,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“Impulses and Physiological States in Theoretical Models of Nerve Membrane”,https://doi.org/10.1016/S0006-3495(61)86902-6,doi.org,1,HEAD,200,1,https://linkinghub.elsevier.com/retrieve/pii/S0006349561869026,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0084,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“An Active Pulse Transmission Line Simulating Nerve Axon”,https://doi.org/10.1109/JRPROC.1962.288235,doi.org,1,HEAD,202,2,https://ieeexplore.ieee.org/document/4066548/,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0085,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“Simple Model of Spiking Neurons”,https://doi.org/10.1109/TNN.2003.820440,doi.org,1,HEAD,202,2,https://ieeexplore.ieee.org/document/1257420/,LIVE HTTP RESPONSE,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
CITE-0086,https://www.suvroghosh.in/blog/visualizations/the-neuron-zoo,The Neuron Zoo,src/lib/posts/the-neuron-zoo.md,Primary papers and historical source,“A Quantitative Description of Membrane Current and Its Application to Conduction and Excitation in Nerve”,https://doi.org/10.1113/jphysiol.1952.sp004764,doi.org,1,GET,403,1,https://physoc.onlinelibrary.wiley.com/doi/10.1113/jphysiol.1952.sp004764,UNVERIFIED — ACCESS OR BOT RESTRICTION HTTP 403,2026-08-06T12:22:54.710Z,,UNVERIFIED — HTTP liveness does not establish semantic support for the nearby claim
