candidate_id,issue_type,source_file_a,url_a,title_a,source_file_b,url_b,title_b,body_cosine_similarity,title_cosine_similarity,shared_tags,document_count,repeated_passage_excerpt,detection_rule,assessment_status,recommended_editorial_review
CORPUS-00049,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/blood-sugar.md,https://www.suvroghosh.in/blog/short-fiction/blood-sugar,Blood Sugar,src/lib/posts/the-fourth-standard-saint.md,https://www.suvroghosh.in/blog/short-fiction/the-fourth-standard-saint,The Fourth-Standard Saint,,,,3,Red Ribbon | Red Ribbons,case/punctuation/simple singular normalization converged on “red ribbon”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00050,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bogosity-enshittification-and-the-glittering-drain.md,https://www.suvroghosh.in/blog/technology-and-society/bogosity-enshittification-and-the-glittering-drain,"Bogosity, Enshittification, and the Glittering Drain",src/lib/posts/cant-go-back-to-childhood-except-as-a-misremembering-ghost.md,https://www.suvroghosh.in/blog/memoir/cant-go-back-to-childhood-except-as-a-misremembering-ghost,Can't Go Back to Childhood—Except as a Misremembering Ghost,,,,3,Bring | Brings,case/punctuation/simple singular normalization converged on “bring”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00051,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/boyhood-magnets-bulbs-batteries-calcutta.md,https://www.suvroghosh.in/blog/personal/boyhood-magnets-bulbs-batteries-calcutta,"The Magnet, the Bulb, and the Battery",src/lib/posts/the-terrace-republic.md,https://www.suvroghosh.in/blog/personal-essay/the-terrace-republic,The Terrace Republic,,,,2,Magnet | Magnets,case/punctuation/simple singular normalization converged on “magnet”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00052,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/brain-scrap-yard.md,https://www.suvroghosh.in/blog/personal-essay/brain-scrap-yard,The Brain Scrap Yard,src/lib/posts/greed-made-me-small.md,https://www.suvroghosh.in/blog/personal-essay/greed-made-me-small,Greed Made Me Small,,,,2,Remove | Removes,case/punctuation/simple singular normalization converged on “remove”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00053,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/calcutta-bengalis-guide-to-ai-tribes.md,https://www.suvroghosh.in/blog/artificial-intelligence/calcutta-bengalis-guide-to-ai-tribes,A Calcutta Bengali’s Guide to the Various Schools of AI,src/lib/posts/the-AI-Alignment-and-Human-Learning-Calcutta.md,https://www.suvroghosh.in/blog/artificial-intelligence/the-AI-Alignment-and-Human-Learning-Calcutta,When Brains Are Bright but Systems Are Blind,,,,3,Reward | Rewards,case/punctuation/simple singular normalization converged on “reward”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00054,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/calcutta-drain-worm.md,https://www.suvroghosh.in/blog/essay/calcutta-drain-worm,Tubifex in Trouble: A Billing Cliff,src/lib/posts/circle-of-death.md,https://www.suvroghosh.in/blog/short-fiction/circle-of-death,Circle of Death,,,,8,Worm | Worms,case/punctuation/simple singular normalization converged on “worm”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00055,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/calcutta-footpath-simulator-ekdom-side-diye-jaan.md,https://www.suvroghosh.in/blog/games/calcutta-footpath-simulator-ekdom-side-diye-jaan,Calcutta Footpath Simulator: Ekdom Side Diye Jaan,,,,,,,1,Game | Games,case/punctuation/simple singular normalization converged on “game”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00056,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/calcutta-smog-and-the-coming-winter.md,https://www.suvroghosh.in/blog/satire/calcutta-smog-and-the-coming-winter,Calcutta Smog and the Coming Winter,src/lib/posts/cholai-bengali-moonshine-chemistry-of-forgetting.md,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,Cholai and the Chemistry of Forgetting,,,,7,Public Health | Public-Health,case/punctuation/simple singular normalization converged on “public health”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00057,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/calcutta-smog-and-the-coming-winter.md,https://www.suvroghosh.in/blog/satire/calcutta-smog-and-the-coming-winter,Calcutta Smog and the Coming Winter,src/lib/posts/the-bengali-baby.md,https://www.suvroghosh.in/blog/personal-essay/the-bengali-baby,The Bengali Baby,,,,2,Winter | Winters,case/punctuation/simple singular normalization converged on “winter”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00058,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/calcutta-tea-stall-evening-adda.md,https://www.suvroghosh.in/blog/calcutta/calcutta-tea-stall-evening-adda,One More Bhaar Cha Before Night Falls,src/lib/posts/cockroach-season.md,https://www.suvroghosh.in/blog/short-fiction/cockroach-season,Cockroach Season,,,,23,Tea Stall | Tea Stalls,case/punctuation/simple singular normalization converged on “tea stall”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00059,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/chatgpt-enters-healthcare-compliance-is-the-easy-part.md,https://www.suvroghosh.in/blog/healthcare-it/chatgpt-enters-healthcare-compliance-is-the-easy-part,"ChatGPT Enters Healthcare, and Compliance Is the Easy Part",src/lib/posts/synthetic_music_and_the_crowded_miracle.md,https://www.suvroghosh.in/blog/technology/synthetic_music_and_the_crowded_miracle,When Nothing Beats Something,,,,3,Creator | Creators,case/punctuation/simple singular normalization converged on “creator”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00060,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/cholai-bengali-moonshine-chemistry-of-forgetting.md,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,Cholai and the Chemistry of Forgetting,src/lib/posts/the-ai-sermon-and-the-wet-knot.md,https://www.suvroghosh.in/blog/technology/the-ai-sermon-and-the-wet-knot,The AI Sermon and the Wet Knot,,,,3,Show | Shows,case/punctuation/simple singular normalization converged on “show”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00061,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/cockroach-janta-party-and-the-politics-of-being-insulted.md,https://www.suvroghosh.in/blog/politics/cockroach-janta-party-and-the-politics-of-being-insulted,The Cockroach Party and the Politics of Being Insulted,src/lib/posts/india-ai-market-darling-boondocks-dragon.md,https://www.suvroghosh.in/blog/ai-economy/india-ai-market-darling-boondocks-dragon,"India Slept Through the AI Alarm, and the Market Has Started Packing Its Bags",,,,7,Indian | Indians,case/punctuation/simple singular normalization converged on “indian”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00062,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/coding-agents-after-the-keyboard.md,https://www.suvroghosh.in/blog/artificial-intelligence/coding-agents-after-the-keyboard,Coding After the Keyboard,src/lib/posts/the-new-mantra.md,https://www.suvroghosh.in/blog/career/the-new-mantra,The New Mantra,,,,2,Test | Tests,case/punctuation/simple singular normalization converged on “test”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00063,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/complexity-in-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/complexity-in-calcutta,Complexity in Calcutta,src/lib/posts/facial-pleasure-receipts-and-modern-euphemism.md,https://www.suvroghosh.in/blog/culture/facial-pleasure-receipts-and-modern-euphemism,Facial Pleasure Receipts,,,,4,Pleasure | Pleasures,case/punctuation/simple singular normalization converged on “pleasure”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00064,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/courage-to-be-disliked-in-calcutta.md,https://www.suvroghosh.in/blog/psychology/courage-to-be-disliked-in-calcutta,The Courage to Be Disliked in a Sweating Calcutta Room,src/lib/posts/nostril-hairs-and-the-tainted-calcutta-summer.md,https://www.suvroghosh.in/blog/personal-essay/nostril-hairs-and-the-tainted-calcutta-summer,Nostril Hairs and the Tainted Calcutta Summer,,,,2,Keep | Keeps,case/punctuation/simple singular normalization converged on “keep”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00065,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/crab-diaries-of-a-bengali-kakistocrat.md,https://www.suvroghosh.in/blog/personal-essay/crab-diaries-of-a-bengali-kakistocrat,Crab Diaries of a Bengali Kakistocrat,src/lib/posts/fractal-geometry-of-a-half-lived-life.md,https://www.suvroghosh.in/blog/personal-essay/fractal-geometry-of-a-half-lived-life,Fractal Geometry of a Half-Lived Life,,,,3,Fractal | Fractals,case/punctuation/simple singular normalization converged on “fractal”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00066,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/crab-diaries-of-a-bengali-kakistocrat.md,https://www.suvroghosh.in/blog/personal-essay/crab-diaries-of-a-bengali-kakistocrat,Crab Diaries of a Bengali Kakistocrat,src/lib/posts/receipt.md,https://www.suvroghosh.in/blog/short-fiction/receipt,Receipt,,,,2,Crab | Crabs,case/punctuation/simple singular normalization converged on “crab”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00067,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/crab-diaries-of-a-bengali-kakistocrat.md,https://www.suvroghosh.in/blog/personal-essay/crab-diaries-of-a-bengali-kakistocrat,Crab Diaries of a Bengali Kakistocrat,src/lib/posts/the-signal-to-noise-ratio-of-a-ruined-life.md,https://www.suvroghosh.in/blog/personal-essay/the-signal-to-noise-ratio-of-a-ruined-life,The Signal-to-Noise Ratio of a Ruined Life,,,,2,Corrupt | Corrupts,case/punctuation/simple singular normalization converged on “corrupt”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00068,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/create-art-living-pigment-studio.md,https://www.suvroghosh.in/blog/visualizations/create-art-living-pigment-studio,Create Art: A Living Pigment Studio,src/lib/posts/hello-fragment-your-first-shader-from-scratch.md,https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,"Hello, Fragment: Your First Shader from Scratch",,,,2,Fragment Shader | Fragment Shaders,case/punctuation/simple singular normalization converged on “fragment shader”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00069,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/create-art-living-pigment-studio.md,https://www.suvroghosh.in/blog/visualizations/create-art-living-pigment-studio,Create Art: A Living Pigment Studio,src/lib/posts/hello-fragment-your-first-shader-from-scratch.md,https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,"Hello, Fragment: Your First Shader from Scratch",,,,2,Shader | Shaders,case/punctuation/simple singular normalization converged on “shader”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00070,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/crispr_for_the_man_waiting_for_the_205_bus.md,https://www.suvroghosh.in/blog/science/crispr_for_the_man_waiting_for_the_205_bus,CRISPR: The Tiny Bacterial Trick That May Change Human Destiny,src/lib/posts/hardys-law-genetics-callow-calcuttan.md,https://www.suvroghosh.in/blog/science/hardys-law-genetics-callow-calcuttan,Hardy’s Law in Genetics for the Callow Calcuttan,,,,3,Gene | Genes,case/punctuation/simple singular normalization converged on “gene”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00071,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/dangers-of-asking-ai-instead-of-hiring-experts.md,https://www.suvroghosh.in/blog/technology/dangers-of-asking-ai-instead-of-hiring-experts,The Hidden Bill for Asking AI Instead of Hiring an Expert,src/lib/posts/mycin-expert-system-clinical-ai-calcutta-readable.md,https://www.suvroghosh.in/blog/healthcare-it/mycin-expert-system-clinical-ai-calcutta-readable,MYCIN: The 1970s Medical AI That Knew How to Explain Itself,,,,2,Expert | Experts,case/punctuation/simple singular normalization converged on “expert”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00072,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/darjeeling-will-it-stay-alive-like-this.md,https://www.suvroghosh.in/blog/personal-essay/darjeeling-will-it-stay-alive-like-this,Will Darjeeling Stay Alive Like This?,,,,,,,1,Hotel | Hotels,case/punctuation/simple singular normalization converged on “hotel”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00073,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/database-first-principles.md,https://www.suvroghosh.in/blog/healthcare-it/database-first-principles,Databases and Data Warehouses,src/lib/posts/poisson-distribution-healthcare-it.md,https://www.suvroghosh.in/blog/healthcare-it/poisson-distribution-healthcare-it,Poisson Distribution: Counting Rare Trouble,,,,2,Event | Events,case/punctuation/simple singular normalization converged on “event”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00074,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/depression-arrives-as-weather.md,https://www.suvroghosh.in/blog/mental-health/depression-arrives-as-weather,Depression Arrives as Weather,src/lib/posts/invisible-radius.md,https://www.suvroghosh.in/blog/personal-essay/invisible-radius,The Invisible Radius,,,,4,Cloud | Clouds,case/punctuation/simple singular normalization converged on “cloud”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00075,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/depression-as-mathematics.md,https://www.suvroghosh.in/blog/mental-health-systems/depression-as-mathematics,Depression as Mathematics,src/lib/posts/double-pendulum-chaos.md,https://www.suvroghosh.in/blog/visualizations/double-pendulum-chaos,The Machine That Misplaces Tomorrow: A Double-Pendulum Atlas of Chaos,,,,2,Dynamical System | Dynamical Systems,case/punctuation/simple singular normalization converged on “dynamical system”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00076,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/depressive-mind-government-office-after-rain.md,https://www.suvroghosh.in/blog/personal-essay/depressive-mind-government-office-after-rain,The Damp Government Office Inside My Head,src/lib/posts/sinusoidal-dementia.md,https://www.suvroghosh.in/blog/mental-health/sinusoidal-dementia,Sinusoidal Dementia,,,,2,Rumination | Ruminations,case/punctuation/simple singular normalization converged on “rumination”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00077,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/do-not-let-it-wake-facing-the-city.md,https://www.suvroghosh.in/blog/short-fiction/do-not-let-it-wake-facing-the-city,Do Not Let It Wake Facing the City,src/lib/posts/fish-and-the-press-conference.md,https://www.suvroghosh.in/blog/society/fish-and-the-press-conference,"I Like Fish, But I Refuse to Worship Rot",,,,5,Bridge | Bridges,case/punctuation/simple singular normalization converged on “bridge”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00078,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/domain-coloring-complex-functions-explorer.md,https://www.suvroghosh.in/blog/visualizations/domain-coloring-complex-functions-explorer,Every Complex Number Has a Colour: An Interactive Domain-Colouring Explorer,src/lib/posts/hello-fragment-your-first-shader-from-scratch.md,https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,"Hello, Fragment: Your First Shader from Scratch",,,,2,Colour | Colours,case/punctuation/simple singular normalization converged on “colour”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00079,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/domain-coloring-complex-functions-explorer.md,https://www.suvroghosh.in/blog/visualizations/domain-coloring-complex-functions-explorer,Every Complex Number Has a Colour: An Interactive Domain-Colouring Explorer,src/lib/posts/private-nuisance-at-five-thirty-in-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/private-nuisance-at-five-thirty-in-calcutta,A Private Nuisance at Five-Thirty in Calcutta,,,,3,Zero | Zeros,case/punctuation/simple singular normalization converged on “zero”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00080,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/drakes-equation-alien-arithmetic-bipolar-bengali-calcutta.md,https://www.suvroghosh.in/blog/science/drakes-equation-alien-arithmetic-bipolar-bengali-calcutta,"Drake’s Equation, Alien Arithmetic, and the Bengali Who Refuses to Be Fooled by the Sky",src/lib/posts/sharper_teeth.md,https://www.suvroghosh.in/blog/essay/sharper_teeth,Sharper Teeth,,,,2,Equation | Equations,case/punctuation/simple singular normalization converged on “equation”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00081,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/driving-the-accord.md,https://www.suvroghosh.in/blog/personal/driving-the-accord,Driving the Accord,src/lib/posts/fish-market-merit-and-the-small-republic-of-honesty.md,https://www.suvroghosh.in/blog/personal-essay/fish-market-merit-and-the-small-republic-of-honesty,Fish Market Merit and the Small Republic of Honesty,,,,15,Book | Books,case/punctuation/simple singular normalization converged on “book”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00082,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/driving-the-accord.md,https://www.suvroghosh.in/blog/personal/driving-the-accord,Driving the Accord,src/lib/posts/neel-soda.md,https://www.suvroghosh.in/blog/short-fiction/neel-soda,Neel Soda,,,,2,Bottle | Bottles,case/punctuation/simple singular normalization converged on “bottle”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00083,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/educated-boredom-horror.md,https://www.suvroghosh.in/blog/society/educated-boredom-horror,The Educated Horror of Having Nowhere to Go,src/lib/posts/indian-middle-aged-middle-class-lopsided-rocks.md,https://www.suvroghosh.in/blog/society/indian-middle-aged-middle-class-lopsided-rocks,The Middle Class on Tilted Stones,,,,3,Parent | Parents,case/punctuation/simple singular normalization converged on “parent”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00084,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/epistemic-iceberg-effect.md,https://www.suvroghosh.in/blog/knowledge/epistemic-iceberg-effect,The Epistemic Iceberg Effect,src/lib/posts/symmetry-in-a-calcutta-room.md,https://www.suvroghosh.in/blog/mathematics/symmetry-in-a-calcutta-room,Symmetry in a Calcutta Room,,,,2,Diagram | Diagrams,case/punctuation/simple singular normalization converged on “diagram”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00085,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/failing-well-without-looking-successful.md,https://www.suvroghosh.in/blog/society/failing-well-without-looking-successful,Failing Well Without Looking Successful,src/lib/posts/the-city-that-begs-at-the-window.md,https://www.suvroghosh.in/blog/society/the-city-that-begs-at-the-window,The City That Begs at the Window,,,,2,Formal Rule | Formal Rules,case/punctuation/simple singular normalization converged on “formal rule”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00086,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/fish-market-merit-and-the-small-republic-of-honesty.md,https://www.suvroghosh.in/blog/personal-essay/fish-market-merit-and-the-small-republic-of-honesty,Fish Market Merit and the Small Republic of Honesty,src/lib/posts/nostril-hairs-and-the-tainted-calcutta-summer.md,https://www.suvroghosh.in/blog/personal-essay/nostril-hairs-and-the-tainted-calcutta-summer,Nostril Hairs and the Tainted Calcutta Summer,,,,2,Improve | Improves,case/punctuation/simple singular normalization converged on “improve”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00087,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/folded-arms-and-other-small-national-disasters.md,https://www.suvroghosh.in/blog/satire/folded-arms-and-other-small-national-disasters,Folded Arms and Other Small National Disasters,,,,,,,1,Folded Arms | Folded-Arms,case/punctuation/simple singular normalization converged on “folded arms”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00088,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/four-fundamental-subspaces.md,https://www.suvroghosh.in/blog/mathematics/four-fundamental-subspaces,The Four Fundamental Subspaces of Linear Algebra,src/lib/posts/xor-with-multiple-perceptrons-in-mojo.md,https://www.suvroghosh.in/blog/mojollm/xor-with-multiple-perceptrons-in-mojo,XOR from Scratch in Mojo with Multiple Perceptrons,,,,2,Input | Inputs,case/punctuation/simple singular normalization converged on “input”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00089,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/great-trigonometrical-survey-india-trigonometry-empire.md,https://www.suvroghosh.in/blog/history-of-science/great-trigonometrical-survey-india-trigonometry-empire,Trigonometric  Colonization,src/lib/posts/poison-wears-a-clean-shirt.md,https://www.suvroghosh.in/blog/personal-essay/poison-wears-a-clean-shirt,Poison Often Wears a Clean Shirt,,,,2,Distance | Distances,case/punctuation/simple singular normalization converged on “distance”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00090,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hanging-season.md,https://www.suvroghosh.in/blog/short-fiction/hanging-season,Hanging Season,src/lib/posts/large-common-insects-and-arachnids-in-urban-calcutta.md,https://www.suvroghosh.in/blog/natural-history/large-common-insects-and-arachnids-in-urban-calcutta,Pests we love,,,,4,Spider | Spiders,case/punctuation/simple singular normalization converged on “spider”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00091,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hanging-season.md,https://www.suvroghosh.in/blog/short-fiction/hanging-season,Hanging Season,src/lib/posts/north-facing-room.md,https://www.suvroghosh.in/blog/short-fiction/north-facing-room,The North-Facing Room,,,,4,Tram Wire | Tram Wires,case/punctuation/simple singular normalization converged on “tram wire”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00092,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hardys-law-genetics-callow-calcuttan.md,https://www.suvroghosh.in/blog/science/hardys-law-genetics-callow-calcuttan,Hardy’s Law in Genetics for the Callow Calcuttan,,,,,,,1,Allele | Alleles,case/punctuation/simple singular normalization converged on “allele”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00093,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hawkers-are-not-rubbish.md,https://www.suvroghosh.in/blog/social-commentary/hawkers-are-not-rubbish,Hawkers Are Not Rubbish To Be Swept Before Breakfast,,,,,,,1,Hawker | Hawkers,case/punctuation/simple singular normalization converged on “hawker”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00094,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hilsa-and-the-family-court-of-appetite.md,https://www.suvroghosh.in/blog/culture/hilsa-and-the-family-court-of-appetite,Hilsa and the Family Court of Appetite,src/lib/posts/mallick-ghat-nessie.md,https://www.suvroghosh.in/blog/short-fiction/mallick-ghat-nessie,The River Climbed the Stairs,,,,2,River | Rivers,case/punctuation/simple singular normalization converged on “river”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00095,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hl7-vs-fhir-explained-simply.md,https://www.suvroghosh.in/blog/healthcare-it/hl7-vs-fhir-explained-simply,"HL7 vs FHIR, Explained Simply",src/lib/posts/science-is-not-a-solitary-organ.md,https://www.suvroghosh.in/blog/science/science-is-not-a-solitary-organ,Science Is Not a Solitary Organ,,,,2,Source System | Source Systems,case/punctuation/simple singular normalization converged on “source system”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00096,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/hope-dies-at-different-rates.md,https://www.suvroghosh.in/blog/personal-essay/hope-dies-at-different-rates,Hope Dies at Different Rates,src/lib/posts/one-life-no-rehearsal-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/one-life-no-rehearsal-calcutta,"One Life, No Rehearsal, No Refund Counter",,,,6,Sentence | Sentences,case/punctuation/simple singular normalization converged on “sentence”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
